date,state,fips,total_cases,total_deaths,cases_in_past_day,deaths_in_past_day,cases_in_past_seven_days,deaths_in_past_seven_days
2020-03-25,Georgia,13,1385,47,290,9,1192,44
2020-03-25,Guam,66,32,1,0,0,24,1
2020-03-25,Hawaii,15,95,0,5,0,79,0
2020-03-25,Idaho,16,123,0,50,0,112,0
2020-03-25,Illinois,17,1874,21,339,5,1588,20
2020-03-25,Indiana,18,484,19,113,2,445,17
2020-03-25,Iowa,19,147,1,23,0,109,1
2020-03-25,Kansas,20,134,3,32,0,112,2
2020-03-25,Kentucky,21,198,5,41,2,163,4
2020-03-25,Louisiana,22,1795,65,407,19,1515,58
2020-03-25,Maine,23,142,0,24,0,99,0
2020-03-25,Maryland,24,423,4,74,0,338,3
2020-03-25,Massachusetts,25,1838,15,679,4,1582,15
2020-03-25,Michigan,26,2293,43,502,19,2213,42
2020-03-25,Minnesota,27,289,1,25,0,212,1
2020-03-25,Mississippi,28,376,5,56,4,342,5
2020-03-25,Missouri,29,384,8,129,3,363,7
2020-03-25,Montana,30,65,0,14,0,53,0
2020-03-25,Nebraska,31,84,0,7,0,41,0
2020-03-25,Nevada,32,405,10,90,4,323,9
2020-03-25,New Hampshire,33,137,1,29,0,98,1
2020-03-25,New Jersey,34,4402,62,727,18,3975,57
2020-03-25,New Mexico,35,113,1,13,1,85,1
2020-03-25,New York,36,33117,381,7413,117,30730,349
2020-03-25,North Carolina,37,562,1,165,1,496,1
2020-03-25,North Dakota,38,45,0,8,0,38,0
2020-03-25,Ohio,39,707,11,143,3,617,11
2020-03-25,Oklahoma,40,164,5,58,2,135,5
2020-03-25,Oregon,41,266,10,57,2,192,7
2020-03-25,Pennsylvania,42,1151,12,300,4,1012,11
2020-03-25,Puerto Rico,72,51,2,12,0,46,2
2020-03-25,Rhode Island,44,132,0,8,0,99,0
2020-03-25,South Carolina,45,425,8,83,0,365,7
2020-03-25,South Dakota,46,41,1,11,0,30,0
2020-03-25,Tennessee,47,806,3,128,1,708,3
2020-03-25,Texas,48,1132,13,275,2,966,11
2020-03-25,Utah,49,346,1,47,0,281,1
2020-03-25,Vermont,50,123,8,28,1,104,8
2020-03-25,Virgin Islands,78,17,0,0,0,14,0
2020-03-25,Virginia,51,390,9,99,2,312,7
2020-03-25,Washington,53,2585,130,116,7,1559,62
2020-03-25,West Virginia,54,51,0,12,0,49,0
2020-03-25,Wisconsin,55,623,7,142,2,517,7
2020-03-25,Wyoming,56,49,0,12,0,32,0
2020-03-26,Alabama,01,538,3,152,2,460,3
2020-03-26,Alaska,02,69,0,10,0,57,0
2020-03-26,Arizona,04,508,8,106,2,461,8
2020-03-26,Arkansas,05,350,3,43,1,288,3
2020-03-26,California,06,4060,83,877,15,2993,64
2020-03-26,Colorado,08,1432,24,346,5,1154,19
2020-03-26,Connecticut,09,1012,21,137,2,853,17
2020-03-26,Delaware,10,143,1,24,1,113,1
2020-03-26,District of Columbia,11,231,3,48,1,192,3
2020-03-26,Florida,12,2478,29,507,6,2044,21
2020-03-26,Georgia,13,1641,56,256,9,1359,46
2020-03-26,Guam,66,49,1,17,0,37,1
2020-03-26,Hawaii,15,106,0,11,0,80,0
2020-03-26,Idaho,16,189,3,66,3,166,3
2020-03-26,Illinois,17,2538,26,664,5,2118,22
2020-03-26,Indiana,18,661,23,177,4,605,21
2020-03-26,Iowa,19,179,1,32,0,135,1
2020-03-26,Kansas,20,173,3,39,0,138,2
2020-03-26,Kentucky,21,248,5,50,0,201,3
2020-03-26,Louisiana,22,2305,83,510,18,1913,73
2020-03-26,Maine,23,155,0,13,0,103,0
2020-03-26,Maryland,24,581,4,158,0,473,3
2020-03-26,Massachusetts,25,2417,25,579,10,2089,25
2020-03-26,Michigan,26,2877,63,584,20,2543,60
2020-03-26,Minnesota,27,346,2,57,1,257,2
2020-03-26,Mississippi,28,486,6,110,1,436,5
2020-03-26,Missouri,29,508,8,124,0,473,7
2020-03-26,Montana,30,90,0,25,0,71,0
2020-03-26,Nebraska,31,91,0,7,0,44,0
2020-03-26,Nevada,32,535,10,130,0,436,9
2020-03-26,New Hampshire,33,158,1,21,0,114,1
2020-03-26,New Jersey,34,6876,82,2474,20,6141,73
2020-03-26,New Mexico,35,136,1,23,0,101,1
2020-03-26,New York,36,39058,502,5941,121,34897,463
2020-03-26,North Carolina,37,639,2,77,1,535,2
2020-03-26,North Dakota,38,58,0,13,0,39,0
2020-03-26,Ohio,39,867,15,160,4,747,15
2020-03-26,Oklahoma,40,248,7,84,2,204,6
2020-03-26,Oregon,41,316,11,50,1,229,8
2020-03-26,Pennsylvania,42,1690,16,539,4,1503,15
2020-03-26,Puerto Rico,72,64,2,13,0,58,2
2020-03-26,Rhode Island,44,165,0,33,0,121,0
2020-03-26,South Carolina,45,456,9,31,1,375,8
2020-03-26,South Dakota,46,46,1,5,0,32,0
2020-03-26,Tennessee,47,981,3,175,0,826,3
2020-03-26,Texas,48,1542,21,410,8,1294,17
2020-03-26,Utah,49,402,1,56,0,322,1
2020-03-26,Vermont,50,158,9,35,1,136,7
2020-03-26,Virgin Islands,78,17,0,0,0,14,0
2020-03-26,Virginia,51,603,14,213,5,509,12
2020-03-26,Washington,53,3208,152,623,22,1980,77
2020-03-26,West Virginia,54,76,0,25,0,71,0
2020-03-26,Wisconsin,55,754,10,131,3,599,8
2020-03-26,Wyoming,56,56,0,7,0,38,0
2020-03-27,Alabama,01,639,4,101,1,533,4
2020-03-27,Alaska,02,85,1,16,1,71,1
2020-03-27,Arizona,04,665,15,157,7,595,14
2020-03-27,Arkansas,05,385,3,35,0,285,3
2020-03-27,California,06,4915,104,855,21,3632,80
2020-03-27,Colorado,08,1735,31,303,7,1371,26
2020-03-27,Connecticut,09,1291,27,279,6,1097,23
2020-03-27,Delaware,10,165,2,22,1,126,2
2020-03-27,District of Columbia,11,267,3,36,0,196,3
2020-03-27,Florida,12,3198,46,720,17,2634,37
2020-03-27,Georgia,13,2198,64,557,8,1716,50
2020-03-27,Guam,66,53,1,4,0,39,1
2020-03-27,Hawaii,15,120,0,14,0,83,0
2020-03-27,Idaho,16,232,4,43,1,201,4
2020-03-27,Illinois,17,3029,37,491,11,2446,32
2020-03-27,Indiana,18,992,32,331,9,911,27
2020-03-27,Iowa,19,236,3,57,2,191,3
2020-03-27,Kansas,20,213,4,40,1,164,3
2020-03-27,Kentucky,21,302,8,54,3,239,6
2020-03-27,Louisiana,22,2746,119,441,36,2209,109
2020-03-27,Maine,23,168,1,13,1,111,1
2020-03-27,Maryland,24,790,5,209,1,640,3
2020-03-27,Massachusetts,25,3240,35,823,10,2827,34
2020-03-27,Michigan,26,3655,93,778,30,3107,89
2020-03-27,Minnesota,27,398,4,52,2,283,4
2020-03-27,Mississippi,28,579,8,93,2,499,7
2020-03-27,Missouri,29,670,9,162,1,597,6
2020-03-27,Montana,30,121,1,31,1,102,1
2020-03-27,Nebraska,31,102,2,11,2,49,2
2020-03-27,Nevada,32,621,10,86,0,456,8
2020-03-27,New Hampshire,33,187,2,29,1,132,2
2020-03-27,New Jersey,34,8825,108,1949,26,7929,97
2020-03-27,New Mexico,35,191,1,55,0,148,1
2020-03-27,New York,36,44746,645,5688,143,37633,577
2020-03-27,North Carolina,37,784,3,145,1,640,3
2020-03-27,North Dakota,38,68,1,10,1,41,1
2020-03-27,Ohio,39,1144,22,277,7,975,21
2020-03-27,Oklahoma,40,322,8,74,1,273,7
2020-03-27,Oregon,41,415,12,99,1,301,9
2020-03-27,Pennsylvania,42,2217,23,527,7,1948,22
2020-03-27,Puerto Rico,72,79,3,15,1,65,3
2020-03-27,Rhode Island,44,203,0,38,0,159,0
2020-03-27,South Carolina,45,542,13,86,4,416,10
2020-03-27,South Dakota,46,58,1,12,0,44,0
2020-03-27,Tennessee,47,1180,6,199,3,943,6
2020-03-27,Texas,48,1971,25,429,4,1585,20
2020-03-27,Utah,49,480,2,78,1,368,2
2020-03-27,Vermont,50,184,10,26,1,155,8
2020-03-27,Virgin Islands,78,19,0,2,0,13,0
2020-03-27,Virginia,51,605,14,2,0,490,12
2020-03-27,Washington,53,3770,179,562,27,2366,96
2020-03-27,West Virginia,54,96,0,20,0,88,0
2020-03-27,Wisconsin,55,930,16,176,6,714,13
2020-03-27,Wyoming,56,74,0,18,0,52,0
2020-03-28,Alabama,01,720,4,81,0,589,4
2020-03-28,Alaska,02,102,1,17,0,81,1
2020-03-28,Arizona,04,773,15,108,0,669,14
2020-03-28,Arkansas,05,409,5,24,2,291,5
2020-03-28,California,06,5566,122,651,18,4022,94
2020-03-28,Colorado,08,2061,44,326,13,1586,38
2020-03-28,Connecticut,09,1524,33,233,6,1301,28
2020-03-28,Delaware,10,214,5,49,3,169,5
2020-03-28,District of Columbia,11,304,4,37,1,227,3
2020-03-28,Florida,12,4038,56,840,10,3274,45
2020-03-28,Georgia,13,2447,79,249,15,1895,59
2020-03-28,Guam,66,57,1,4,0,42,1
2020-03-28,Hawaii,15,151,0,31,0,103,0
2020-03-28,Idaho,16,262,5,30,1,220,5
2020-03-28,Illinois,17,3547,50,518,13,2796,44
2020-03-28,Indiana,18,1239,38,247,6,1111,32
2020-03-28,Iowa,19,298,3,62,0,230,3
2020-03-28,Kansas,20,272,6,59,2,215,4
2020-03-28,Kentucky,21,394,9,92,1,310,6
2020-03-28,Louisiana,22,3315,137,569,18,2552,121
2020-03-28,Maine,23,211,1,43,0,141,1
2020-03-28,Maryland,24,1066,10,276,5,871,7
2020-03-28,Massachusetts,25,4257,44,1017,9,3732,42
2020-03-28,Michigan,26,4634,112,979,19,3847,106
2020-03-28,Minnesota,27,442,5,44,1,304,4
2020-03-28,Mississippi,28,669,13,90,5,529,12
2020-03-28,Missouri,29,837,11,167,2,744,8
2020-03-28,Montana,30,147,1,26,0,118,1
2020-03-28,Nebraska,31,122,2,20,0,61,2
2020-03-28,Nevada,32,738,14,117,4,573,12
2020-03-28,New Hampshire,33,214,2,27,0,149,2
2020-03-28,New Jersey,34,11124,140,2299,32,9788,124
2020-03-28,New Mexico,35,210,2,19,1,153,2
2020-03-28,New York,36,53517,935,8771,290,43146,840
2020-03-28,North Carolina,37,972,4,188,1,788,4
2020-03-28,North Dakota,38,93,1,25,0,65,1
2020-03-28,Northern Mariana Islands,69,2,0,2,0,2,0
2020-03-28,Ohio,39,1406,25,262,3,1159,22
2020-03-28,Oklahoma,40,377,15,55,7,324,14
2020-03-28,Oregon,41,480,13,65,1,343,9
2020-03-28,Pennsylvania,42,2815,35,598,12,2427,33
2020-03-28,Puerto Rico,72,100,3,21,0,79,2
2020-03-28,Rhode Island,44,239,2,36,2,173,2
2020-03-28,South Carolina,45,661,15,119,2,489,12
2020-03-28,South Dakota,46,68,1,10,0,54,0
2020-03-28,Tennessee,47,1363,6,183,0,1051,4
2020-03-28,Texas,48,2381,30,410,5,1834,25
2020-03-28,Utah,49,608,2,128,0,470,2
2020-03-28,Vermont,50,211,12,27,2,162,10
2020-03-28,Virgin Islands,78,19,0,0,0,13,0
2020-03-28,Virginia,51,739,17,134,3,587,14
2020-03-28,Washington,53,4311,193,541,14,2656,98
2020-03-28,West Virginia,54,113,0,17,0,101,0
2020-03-28,Wisconsin,55,1042,17,112,1,761,13
2020-03-28,Wyoming,56,85,0,11,0,61,0
2020-03-29,Alabama,01,830,5,110,1,673,5
2020-03-29,Alaska,02,114,2,12,1,92,2
2020-03-29,Arizona,04,930,18,157,3,777,16
2020-03-29,Arkansas,05,449,6,40,1,284,6
2020-03-29,California,06,6321,132,755,10,4470,97
2020-03-29,Colorado,08,2315,47,254,3,1724,40
2020-03-29,Connecticut,09,1993,34,469,1,1666,26
2020-03-29,Delaware,10,232,6,18,1,176,6
2020-03-29,District of Columbia,11,342,5,38,1,244,4
2020-03-29,Florida,12,4943,60,905,4,3943,47
2020-03-29,Georgia,13,2683,83,236,4,2063,58
2020-03-29,Guam,66,58,1,1,0,31,0
2020-03-29,Hawaii,15,175,0,24,0,119,0
2020-03-29,Idaho,16,310,6,48,1,263,6
2020-03-29,Illinois,17,4615,71,1068,21,3568,62
2020-03-29,Indiana,18,1522,40,283,2,1318,31
2020-03-29,Iowa,19,336,4,38,1,246,4
2020-03-29,Kansas,20,333,7,61,1,267,5
2020-03-29,Kentucky,21,439,9,45,0,336,6
2020-03-29,Louisiana,22,3539,153,224,16,2702,133
2020-03-29,Maine,23,253,3,42,2,164,3
2020-03-29,Maryland,24,1244,11,178,1,999,8
2020-03-29,Massachusetts,25,4955,48,698,4,4309,43
2020-03-29,Michigan,26,5486,132,852,20,4453,123
2020-03-29,Minnesota,27,504,9,62,4,333,8
2020-03-29,Mississippi,28,759,14,90,1,552,13
2020-03-29,Missouri,29,902,12,65,1,772,9
2020-03-29,Montana,30,161,1,14,0,127,1
2020-03-29,Nebraska,31,138,2,16,0,76,2
2020-03-29,Nevada,32,920,15,182,1,730,13
2020-03-29,New Hampshire,33,258,3,44,1,180,3
2020-03-29,New Jersey,34,13386,161,2262,21,11472,141
2020-03-29,New Mexico,35,237,2,27,0,172,2
2020-03-29,New York,36,59783,1180,6266,245,44595,1038
2020-03-29,North Carolina,37,1166,6,194,2,897,6
2020-03-29,North Dakota,38,97,1,4,0,67,1
2020-03-29,Northern Mariana Islands,69,2,0,0,0,2,0
2020-03-29,Ohio,39,1665,30,259,5,1314,27
2020-03-29,Oklahoma,40,429,16,52,1,362,14
2020-03-29,Oregon,41,549,13,69,0,388,8
2020-03-29,Pennsylvania,42,3441,40,626,5,2937,37
2020-03-29,Puerto Rico,72,127,5,27,2,104,4
2020-03-29,Rhode Island,44,294,3,55,1,211,3
2020-03-29,South Carolina,45,775,16,114,1,581,13
2020-03-29,South Dakota,46,90,1,22,0,69,0
2020-03-29,Tennessee,47,1569,7,206,1,1145,5
2020-03-29,Texas,48,2722,35,341,5,2083,28
2020-03-29,Utah,49,719,2,111,0,537,1
2020-03-29,Vermont,50,235,12,24,0,183,10
2020-03-29,Virgin Islands,78,23,0,4,0,6,0
2020-03-29,Virginia,51,889,22,150,5,670,16
2020-03-29,Washington,53,4897,209,586,16,3053,112
2020-03-29,West Virginia,54,124,1,11,1,108,1
2020-03-29,Wisconsin,55,1120,17,78,0,738,13
2020-03-29,Wyoming,56,88,0,3,0,62,0
2020-03-30,Alabama,01,947,11,117,6,751,11
2020-03-30,Alaska,02,120,2,6,0,84,2
2020-03-30,Arizona,04,1169,20,239,2,935,18
2020-03-30,Arkansas,05,508,7,59,1,307,7
2020-03-30,California,06,7421,147,1100,15,5181,108
2020-03-30,Colorado,08,2628,51,313,4,1907,41
2020-03-30,Connecticut,09,2571,36,578,2,2156,26
2020-03-30,Delaware,10,264,7,32,1,177,7
2020-03-30,District of Columbia,11,401,9,59,4,285,7
2020-03-30,Florida,12,5695,72,752,12,4473,54
2020-03-30,Georgia,13,3032,103,349,20,2232,78
2020-03-30,Guam,66,60,1,2,0,31,0
2020-03-30,Hawaii,15,204,0,29,0,127,0
2020-03-30,Idaho,16,415,7,105,1,365,7
2020-03-30,Illinois,17,5070,84,455,13,3785,72
2020-03-30,Indiana,18,1797,44,275,4,1533,32
2020-03-30,Iowa,19,424,6,88,2,319,6
2020-03-30,Kansas,20,374,9,41,2,292,7
2020-03-30,Kentucky,21,480,11,41,2,356,8
2020-03-30,Louisiana,22,4024,186,485,33,2852,152
2020-03-30,Maine,23,275,3,22,0,168,3
2020-03-30,Maryland,24,1415,15,171,4,1125,12
2020-03-30,Massachusetts,25,5752,56,797,8,4975,47
2020-03-30,Michigan,26,6508,197,1022,65,5184,181
2020-03-30,Minnesota,27,576,10,72,1,341,9
2020-03-30,Mississippi,28,848,16,89,2,599,15
2020-03-30,Missouri,29,1049,13,147,1,866,9
2020-03-30,Montana,30,177,4,16,3,132,4
2020-03-30,Nebraska,31,185,3,47,1,112,3
2020-03-30,Nevada,32,1044,18,124,3,779,14
2020-03-30,New Hampshire,33,314,3,56,0,213,2
2020-03-30,New Jersey,34,16636,199,3250,38,13792,172
2020-03-30,New Mexico,35,282,4,45,2,199,4
2020-03-30,New York,36,67504,1512,7721,332,46605,1329
2020-03-30,North Carolina,37,1303,6,137,0,1001,6
2020-03-30,North Dakota,38,109,3,12,2,77,3
2020-03-30,Northern Mariana Islands,69,2,0,0,0,2,0
2020-03-30,Ohio,39,1933,40,268,10,1489,34
2020-03-30,Oklahoma,40,481,17,52,1,400,15
2020-03-30,Oregon,41,607,16,58,3,416,11
2020-03-30,Pennsylvania,42,4156,48,715,8,3512,42
2020-03-30,Puerto Rico,72,174,6,47,1,143,4
2020-03-30,Rhode Island,44,408,4,114,1,302,4
2020-03-30,South Carolina,45,925,18,150,2,626,13
2020-03-30,South Dakota,46,100,1,10,0,72,0
2020-03-30,Tennessee,47,1721,13,152,6,1199,11
2020-03-30,Texas,48,3065,46,343,11,2337,39
2020-03-30,Utah,49,806,4,87,2,549,3
2020-03-30,Vermont,50,256,12,21,0,181,10
2020-03-30,Virgin Islands,78,30,0,7,0,13,0
2020-03-30,Virginia,51,1020,26,131,4,766,20
2020-03-30,Washington,53,5180,221,283,12,3079,111
2020-03-30,West Virginia,54,145,1,21,0,129,1
2020-03-30,Wisconsin,55,1269,20,149,3,851,15
2020-03-30,Wyoming,56,96,0,8,0,68,0
2020-03-31,Alabama,01,999,14,52,3,757,14
2020-03-31,Alaska,02,133,2,13,0,91,2
2020-03-31,Arizona,04,1298,24,129,4,972,18
2020-03-31,Arkansas,05,564,8,56,1,333,6
2020-03-31,California,06,8583,184,1162,37,5939,132
2020-03-31,Colorado,08,2990,69,362,18,2078,58
2020-03-31,Connecticut,09,3128,69,557,33,2510,57
2020-03-31,Delaware,10,319,10,55,3,215,10
2020-03-31,District of Columbia,11,495,9,94,0,358,7
2020-03-31,Florida,12,6742,85,1047,13,5275,65
2020-03-31,Georgia,13,4116,126,1084,23,3021,88
2020-03-31,Guam,66,139,2,79,1,107,1
2020-03-31,Hawaii,15,224,1,20,1,134,1
2020-03-31,Idaho,16,526,9,111,2,453,9
2020-03-31,Illinois,17,5992,107,922,23,4457,91
2020-03-31,Indiana,18,2177,61,380,17,1806,44
2020-03-31,Iowa,19,498,7,74,1,374,6
2020-03-31,Kansas,20,435,10,61,1,333,7
2020-03-31,Kentucky,21,590,18,110,7,433,15
2020-03-31,Louisiana,22,5237,240,1213,54,3849,194
2020-03-31,Maine,23,303,5,28,2,185,5
2020-03-31,Maryland,24,1662,18,247,3,1313,14
2020-03-31,Massachusetts,25,6620,89,868,33,5461,78
2020-03-31,Michigan,26,7629,264,1121,67,5838,240
2020-03-31,Minnesota,27,629,12,53,2,365,11
2020-03-31,Mississippi,28,937,20,89,4,617,19
2020-03-31,Missouri,29,1350,15,301,2,1095,10
2020-03-31,Montana,30,198,5,21,1,147,5
2020-03-31,Nebraska,31,199,4,14,1,122,4
2020-03-31,Nevada,32,1113,26,69,8,798,20
2020-03-31,New Hampshire,33,367,3,53,0,259,2
2020-03-31,New Jersey,34,18696,267,2060,68,15021,223
2020-03-31,New Mexico,35,315,5,33,1,215,5
2020-03-31,New York,36,76211,1929,8707,417,50507,1665
2020-03-31,North Carolina,37,1527,10,224,4,1130,10
2020-03-31,North Dakota,38,126,3,17,0,89,3
2020-03-31,Northern Mariana Islands,69,2,0,0,0,2,0
2020-03-31,Ohio,39,2199,55,266,15,1635,47
2020-03-31,Oklahoma,40,566,23,85,6,460,20
2020-03-31,Oregon,41,690,18,83,2,481,10
2020-03-31,Pennsylvania,42,4997,72,841,24,4146,64
2020-03-31,Puerto Rico,72,239,8,65,2,200,6
2020-03-31,Rhode Island,44,488,8,80,4,364,8
2020-03-31,South Carolina,45,1083,22,158,4,741,14
2020-03-31,South Dakota,46,107,1,7,0,77,0
2020-03-31,Tennessee,47,2049,13,328,0,1371,11
2020-03-31,Texas,48,3588,57,523,11,2731,46
2020-03-31,Utah,49,887,5,81,1,588,4
2020-03-31,Vermont,50,293,13,37,1,198,6
2020-03-31,Virgin Islands,78,30,0,0,0,13,0
2020-03-31,Virginia,51,1249,27,229,1,958,20
2020-03-31,Washington,53,5293,226,113,5,2824,103
2020-03-31,West Virginia,54,162,1,17,0,123,1
2020-03-31,Wisconsin,55,1351,25,82,5,870,20
2020-03-31,Wyoming,56,121,0,25,0,84,0
2020-04-01,Alabama,01,1108,28,109,14,722,27
2020-04-01,Alaska,02,143,2,10,0,84,2
2020-04-01,Arizona,04,1413,29,115,5,1011,23
2020-04-01,Arkansas,05,624,10,60,2,317,8
2020-04-01,California,06,9857,212,1274,28,6674,144
2020-04-01,Colorado,08,3346,80,356,11,2260,61
2020-04-01,Connecticut,09,3557,85,429,16,2682,66
2020-04-01,Delaware,10,368,11,49,1,249,11
2020-04-01,District of Columbia,11,586,11,91,2,403,9
2020-04-01,Florida,12,7769,100,1027,15,5798,77
2020-04-01,Georgia,13,4747,154,631,28,3362,107
2020-04-01,Guam,66,147,3,8,1,115,2
2020-04-01,Hawaii,15,258,1,34,0,163,1
2020-04-01,Idaho,16,669,9,143,0,546,9
2020-04-01,Illinois,17,6978,146,986,39,5104,125
2020-04-01,Indiana,18,2578,80,401,19,2094,61
2020-04-01,Iowa,19,549,9,51,2,402,8
2020-04-01,Kansas,20,489,11,54,1,355,8
2020-04-01,Kentucky,21,674,20,84,2,476,15
2020-04-01,Louisiana,22,6424,275,1187,35,4629,210
2020-04-01,Maine,23,344,7,41,2,202,7
2020-04-01,Maryland,24,1985,33,323,15,1562,29
2020-04-01,Massachusetts,25,7738,122,1118,33,5900,107
2020-04-01,Michigan,26,9292,336,1663,72,6999,293
2020-04-01,Minnesota,27,689,17,60,5,400,16
2020-04-01,Mississippi,28,1073,22,136,2,697,17
2020-04-01,Missouri,29,1580,21,230,6,1196,13
2020-04-01,Montana,30,219,5,21,0,154,5
2020-04-01,Nebraska,31,249,5,50,1,165,5
2020-04-01,Nevada,32,1279,32,166,6,874,22
2020-04-01,New Hampshire,33,415,4,48,1,278,3
2020-04-01,New Jersey,34,22255,355,3559,88,17853,293
2020-04-01,New Mexico,35,363,6,48,1,250,5
2020-04-01,New York,36,84364,2415,8153,486,51247,2034
2020-04-01,North Carolina,37,1591,11,64,1,1029,10
2020-04-01,North Dakota,38,147,3,21,0,102,3
2020-04-01,Northern Mariana Islands,69,6,1,4,1,6,1
2020-04-01,Ohio,39,2548,65,349,10,1841,54
2020-04-01,Oklahoma,40,719,30,153,7,555,25
2020-04-01,Oregon,41,737,19,47,1,471,9
2020-04-01,Pennsylvania,42,5805,78,808,6,4654,66
2020-04-01,Puerto Rico,72,286,11,47,3,235,9
2020-04-01,Rhode Island,44,566,10,78,2,434,10
2020-04-01,South Carolina,45,1293,26,210,4,868,18
2020-04-01,South Dakota,46,129,1,22,0,88,0
2020-04-01,Tennessee,47,2689,23,640,10,1883,20
2020-04-01,Texas,48,4402,65,814,8,3270,52
2020-04-01,Utah,49,1012,7,125,2,666,6
2020-04-01,Vermont,50,321,16,28,3,198,8
2020-04-01,Virgin Islands,78,30,0,0,0,13,0
2020-04-01,Virginia,51,1511,18,262,-9,1121,9
2020-04-01,Washington,53,5589,250,296,24,3004,120
2020-04-01,West Virginia,54,191,2,29,1,140,2
2020-04-01,Wisconsin,55,1552,33,201,8,929,26
2020-04-01,Wyoming,56,138,0,17,0,89,0
2020-04-02,Alabama,01,1270,32,162,4,732,29
2020-04-02,Alaska,02,146,2,3,0,77,2
2020-04-02,Arizona,04,1600,35,187,6,1092,27
2020-04-02,Arkansas,05,683,12,59,2,333,9
2020-04-02,California,06,11190,247,1333,35,7130,164
2020-04-02,Colorado,08,3728,96,382,16,2296,72
2020-04-02,Connecticut,09,3824,112,267,27,2812,91
2020-04-02,Delaware,10,393,12,25,1,250,11
2020-04-02,District of Columbia,11,653,12,67,1,422,9
2020-04-02,Florida,12,9000,144,1231,44,6522,115
2020-04-02,Georgia,13,5444,176,697,22,3803,120
2020-04-02,Guam,66,152,3,5,0,103,2
2020-04-02,Hawaii,15,283,2,25,1,177,2
2020-04-02,Idaho,16,891,9,222,0,702,6
2020-04-02,Illinois,17,7695,165,717,19,5157,139
2020-04-02,Indiana,18,3056,94,478,14,2395,71
2020-04-02,Iowa,19,614,11,65,2,435,10
2020-04-02,Kansas,20,554,14,65,3,381,11
2020-04-02,Kentucky,21,747,34,73,14,499,29
2020-04-02,Louisiana,22,9152,310,2728,35,6847,227
2020-04-02,Maine,23,376,7,32,0,221,7
2020-04-02,Maryland,24,2331,36,346,3,1750,32
2020-04-02,Massachusetts,25,8966,154,1228,32,6549,129
2020-04-02,Michigan,26,10791,417,1499,81,7914,354
2020-04-02,Minnesota,27,742,18,53,1,396,16
2020-04-02,Mississippi,28,1177,26,104,4,691,20
2020-04-02,Missouri,29,1834,28,254,7,1326,20
2020-04-02,Montana,30,241,5,22,0,151,5
2020-04-02,Nebraska,31,273,6,24,1,182,6
2020-04-02,Nevada,32,1458,38,179,6,923,28
2020-04-02,New Hampshire,33,479,5,64,1,321,4
2020-04-02,New Jersey,34,25590,539,3335,184,18714,457
2020-04-02,New Mexico,35,403,7,40,1,267,6
2020-04-02,New York,36,93360,2963,8996,548,54302,2461
2020-04-02,North Carolina,37,1858,17,267,6,1219,15
2020-04-02,North Dakota,38,159,3,12,0,101,3
2020-04-02,Northern Mariana Islands,69,8,1,2,0,8,1
2020-04-02,Ohio,39,2903,81,355,16,2036,66
2020-04-02,Oklahoma,40,879,34,160,4,631,27
2020-04-02,Oregon,41,827,21,90,2,511,10
2020-04-02,Pennsylvania,42,7021,91,1216,13,5331,75
2020-04-02,Puerto Rico,72,316,12,30,1,252,10
2020-04-02,Rhode Island,44,657,12,91,2,492,12
2020-04-02,South Carolina,45,1554,31,261,5,1098,22
2020-04-02,South Dakota,46,165,2,36,1,119,1
2020-04-02,Tennessee,47,2868,32,179,9,1887,29
2020-04-02,Texas,48,4952,80,550,15,3410,59
2020-04-02,Utah,49,1077,7,65,0,675,6
2020-04-02,Vermont,50,338,17,17,1,180,8
2020-04-02,Virgin Islands,78,37,0,7,0,20,0
2020-04-02,Virginia,51,1706,18,195,0,1103,4
2020-04-02,Washington,53,6586,272,997,22,3378,120
2020-04-02,West Virginia,54,217,2,26,0,141,2
2020-04-02,Wisconsin,55,1730,37,178,4,976,27
2020-04-02,Wyoming,56,154,0,16,0,98,0
2020-04-03,Alabama,01,1535,38,265,6,896,34
2020-04-03,Alaska,02,156,2,10,0,71,1
2020-04-03,Arizona,04,1769,41,169,6,1104,26
2020-04-03,Arkansas,05,738,12,55,0,353,9
2020-04-03,California,06,12569,282,1379,35,7654,178
2020-04-03,Colorado,08,4182,110,454,14,2447,79
2020-04-03,Connecticut,09,4915,132,1091,20,3624,105
2020-04-03,Delaware,10,450,14,57,2,285,12
2020-04-03,District of Columbia,11,757,15,104,3,490,12
2020-04-03,Florida,12,10260,169,1260,25,7062,123
2020-04-03,Georgia,13,5967,198,523,22,3769,134
2020-04-03,Guam,66,154,4,2,1,101,3
2020-04-03,Hawaii,15,317,3,34,1,197,3
2020-04-03,Idaho,16,1012,10,121,1,780,6
2020-04-03,Illinois,17,8904,212,1209,47,5875,175
2020-04-03,Indiana,18,3455,118,399,24,2463,86
2020-04-03,Iowa,19,699,11,85,0,463,8
2020-04-03,Kansas,20,625,19,71,5,412,15
2020-04-03,Kentucky,21,762,34,15,0,460,26
2020-04-03,Louisiana,22,10299,370,1147,60,7553,251
2020-04-03,Maine,23,432,9,56,2,264,8
2020-04-03,Maryland,24,2758,42,427,6,1968,37
2020-04-03,Massachusetts,25,10402,192,1436,38,7162,157
2020-04-03,Michigan,26,12669,478,1878,61,9014,385
2020-04-03,Minnesota,27,789,22,47,4,391,18
2020-04-03,Mississippi,28,1358,29,181,3,779,21
2020-04-03,Missouri,29,2113,36,279,8,1443,27
